lemma,noun_roles_top,head_verbs_top,amod_top,compound_top,examples
photo,obj:15 | compound:10 | obl:6 | nmod:5 | nsubj:3 | conj:2 | nmod:poss:1 | acl:relcl:1,edit:4 | use:3 | plug:2 | have:2 | be:2 | take:2 | make:1 | line:1 | upload:1 | create:1 | image:1 | help:1,separate:1 | main:1 | good:1 | other:1 | random:1 | scenic:1 | original:1,wedding:3 | family:3 | stock:2 | group:1 | estate:1 | portrait:1,"For example , if I plug my photo into an image generator / manipulators , O Yes - sorry . || For example , if I plug my photo into an image generator / manipulators , I can all but guarantee that my skin will be lightened , my hair texture will be loosened , my eyes might come back lighter , nose slimmer , and my body will probably be smaller . || I use AI to generate photographic quality images which I go on to edit in a photo editing program such as Pixlr . || A colleague of my mother 's had some photos from her niece 's wedding that were , sadly , not terribly professional , but a relative did them for free ."
company,nsubj:17 | nmod:6 | compound:4 | obl:4 | nmod:poss:4 | obj:2 | obl:agent:2 | conj:1 | iobj:1 | root:1,have:2 | work:2 | find:1 | need:1 | hire:1 | submit:1 | use:1 | purchase:1 | win:1 | figure:1 | choose:1 | continue:1,wide:1 | veterinary:1 | outside:1 | many:1 | first:1 | physical:1 | most:1 | particular:1,AI:3 | production:2 | plugin:1 | contracting:1 | nation:1 | product:1 | clothing:1 | world:1 | publishing:1,"Everyone and their mother has a plugin company selling some sort of "" fix all "" solution to "" make your beats slap . "" || My concerns are with people and companies trying to abuse AI by using it as a replacement for artists and creatives like myself who 've spent years training and honing our skills . || These are things that a client would n't accept from a paid professional , and it 's concerning to see where some companies "" cheap out . "" || Unless AI companies find a way to lessen the environmental impact of AI , I think AI may ultimately be a passing fad ."
theme,obl:13 | conj:9 | nmod:8 | obj:7 | nsubj:2 | compound:2 | acl:relcl:1,give:2 | be:1 | tell:1 | come:1 | have:1 | expand:1 | think:1 | go:1 | discuss:1 | take:1 | ask:1 | decide:1,philosophical:1 | certain:1 | key:1 | narrative:1 | happy:1 | wrong:1 | particular:1 | similar:1 | overall:1 | fun:1 | corporate:1 | mythological:1,pack:1 | autumn:1 | fall:1 | mail:1 | design:1 | speak:1 | movie:1,"There 's themes , but little to no lyrics . || So I told ChatGPT about the themes of the tracks , and a sonic description of each song . || The lesson plans need to be specific to those styles , the level of the students , and ( at times ) the theme of the week . || That , or it tends to hyperfixate on certain motifs and themes , sometimes even on incorporating characters that were made previously even though they have no reason to be involved in the current scene ."
stage,obl:25 | nmod:4 | conj:4 | obj:3 | compound:2 | advcl:2 | acl:relcl:1 | root:1,use:9 | help:2 | generate:1 | grapple:1 | create:1 | get:1 | revisit:1 | involve:1 | go:1 | work:1 | turn:1 | utilize:1,early:8 | final:3 | initial:1 | barebone:1 | current:1 | polish:1 | general:1 | several:1 | last:1 | common:1 | first:1 | various:1,draft:3 | brainstorming:3 | planning:2 | editing:2 | idea:2 | volume:1 | prototyping:1 | sound:1 | generation:1 | finish:1 | polish:1 | creation:1,"I think this would be especially useful for modern digital production techniques like rendering vast , detailed background environments for use on LED volume stages . || While I 'm artistically inclined myself , drawing tends to take much longer for me than writing I find that for the early planning stages , AI can help to polish my very rough drafts to a workable state without having me break my flow . || So overall , I would say I use AI most in the initial and final stages of my work , with brainstorming sessions in between . || Likewise , while I might incorporate AI into my workflow , I would never use it to generate any part of a finished piece , only in the most barebone , rough - drafting stages ."
website,obl:12 | obj:11 | compound:8 | nmod:5 | conj:3 | nsubj:2 | advcl:1,help:2 | write:2 | jump:2 | find:1 | subscribe:1 | look:1 | rely:1 | create:1 | go:1 | exist:1 | redacte:1 | generate:1,different:1 | small:1,stock:2 | image:1 | business:1,"My creative work is largely centred on writing SEO web content and articles , which involves using keywords to produce content that will help websites rank in search results . || I was finding different dance syllabi on different websites and synthesizing them into ones that I would use for class . || I 've even delved into website creation , script treatments , and more based on what clients need and what I can provide . || I generally write copy for websites and blogs , but I have also written a couple of articles for magazines ."
color,compound:25 | obj:11 | conj:4 | nsubj:2,change:4 | use:3 | pull:1 | mix:1 | ensure:1 | match:1 | look:1,wrong:2 | solid:1,paint:1,"Brute forcing image generations can help with that , so I can at least begin to think , "" yes perhaps they would style their hair that way "" or the shape and color of their eyes . || And , color palettes , when I 'm coloring pages for comics and I might need help with generating a mood palette for the page , it 's very good for that as well . || I 'm very skilled in color theory but there are times that I 'm mentally drained and need the extra help . || I see it becoming more refined so that the process of generating reference images , color palettes , and composition layouts becomes more streamlined ."
plot,compound:17 | nmod:7 | obj:6 | obl:6 | nsubj:3 | conj:2,have:2 | make:2 | keep:1 | summarise:1 | move:1 | give:1 | outline:1 | weave:1 | ask:1 | play:1 | remind:1,great:1 | overall:1 | own:1 | overarching:1 | main:1 | specific:1 | similar:1,brainstorming:1 | manga:1,"A novel written by AI might have a great plot and be technically brilliant . || I would expect it to be better at identifying plot holes , one - dimensional characters , breaking POV , etc . || I write mainly fantasy , but with a heavy focus on plot and character ( often politics and intrigue ) , little to no magic and a preference for keeping things physically and logically plausible despite the plot occurring in a fictional world . || I also run a Dungeons & Dragons homebrew campaign every couple of weeks , which involves a lot of worldbuilding and keeping track of characters and plot events my party has encountered ."
generation,obl:9 | conj:7 | obj:6 | nmod:6 | nsubj:6 | compound:5 | root:2,use:3 | get:2 | have:1 | force:1 | learn:1 | break:1 | recognize:1 | love:1 | replace:1 | leave:1 | play:1 | involve:1,round:1 | perfect:1 | prompt:1 | next:1 | actual:1 | creative:1 | specific:1 | current:1,image:9 | video:8 | idea:4 | AI:2 | hashtag:1 | content:1 | mockup:1 | Midjourney:1 | model:1 | logo:1,"I 'd hope if this the case , it also would have well rounded hashtag generation , and could come up with hashtags based on the apps being used , and what is generating views at the time . || Brute forcing image generations can help with that , so I can at least begin to think , "" yes perhaps they would style their hair that way "" or the shape and color of their eyes . || These are all things that I 'm learning from the AI generations . || I 'm in my thirties , so old enough to be wary of AI 's current limitations , but also of the generation that understands that computers — and now , AI — are just another set of tools , just like Photoshop and Wacom tablets ."
skill,obj:13 | conj:8 | nsubj:7 | obl:5 | compound:3 | nmod:3 | nsubj:pass:1 | root:1,improve:4 | be:2 | compose:1 | review:1 | develop:1 | expand:1 | train:1 | lack:1 | have:1 | fill:1 | produce:1 | require:1,creative:2 | own:2 | main:1 | other:1 | proper:1 | great:1 | most:1 | critical:1 | human:1 | additional:1 | less:1 | passable:1,writing:2 | thinking:1 | communication:1 | research:1 | photoshop:1,"Depending on the project I and scope I do everything from sound design to recording but my main skill is composing . || Something else that is very important is that the lesson plans should expand upon each other - skills learned in the previous week should be reviewed and increased in difficulty . || I think it will also create a higher barrier for entry for people who want to learn those trades since they 'd have to develop their skills to the point that they can outcompete an AI before they can even get their first job , which may not be feasible for people from lower income backgrounds . || Furthermore , expanding my skills will help me to maximize AI 's capabilities when I do use them through better prompt writing and such ."
draft,obj:17 | obl:11 | compound:5 | nsubj:3 | nmod:2 | nsubj:pass:1 | conj:1,create:6 | get:3 | outline:2 | go:2 | brainstorm:1 | polish:1 | generate:1 | identify:1 | keep:1 | have:1 | do:1 | put:1,first:9 | rough:5 | second:2 | initial:1 | early:1 | late:1 | multiple:1 | sloppy:1 | close:1 | polished:1 | third:1 | full:1,story:3 | base:1 | grammar:1 | v1:1,"When in my initial drafts , I may also brainstorm with AI in order to flesh out a scene ; specific sensory details , etc . || While I 'm artistically inclined myself , drawing tends to take much longer for me than writing I find that for the early planning stages , AI can help to polish my very rough drafts to a workable state without having me break my flow . || Likewise , while I might incorporate AI into my workflow , I would never use it to generate any part of a finished piece , only in the most barebone , rough - drafting stages . || I 'm more worried about producers / directors using AI to generate a first draft , then needing a writer to rewrite it to a high - enough quality , while stiffing them on the money they would have received if they had gone though a normal development process from scratch ."
type,nmod:11 | obj:11 | obl:8 | compound:4 | conj:2 | nsubj:2 | parataxis:1 | appos:1,create:3 | post:1 | provide:1 | include:1 | conceptualize:1 | keep:1 | get:1 | have:1 | be:1 | think:1 | control:1 | dabble:1,many:4 | different:4 | other:3 | various:1 | request:1 | specific:1 | basic:1 | same:1,look:1 | memoir:1 | roleplay:1 | dialogue:1 | card:1 | plastic:1 | punch:1,"That being said , it could be used to create lower quality "" filler "" content based on what the algorithms show is popular , which would still take jobs away from people since there is a lot of that type of streaming content being created these days . || I really hate coming up with captions , especially because I 'm posting so many different types of content every single day between two schools . || In my experience , I do n't find that chatbot going out of its way to provide that type of insight . || Sure , follow up questions are usually included but they 're very simple , "" how 's this look ? "" type of stuff ."
